id,age,salary,department,is_remote,join_date,feedback,lat,lon
86,44.15402117702074,,IT,0,2020-03-27,I love working here! Best company ever.,23.82360642079819,90.20903703738593
87,38.287511096596845,14929.294021200309,Marketing,1,2020-03-28,Great place,23.89878788973735,90.69579496694075
88,29.702397962329613,53462.86922585514,Sales,1,2020-03-29,Average,23.55311197105837,90.94420883834611
89,40.13267433113356,19666.210219446355,Sales,0,2020-03-30,Average,23.812258120990343,90.99551096801586
90,35.9707754934804,0.0,IT,1,2020-03-31,Great place,23.3840426383911,90.4502768104416
91,44.68644990532889,7013.338980506837,Engineering,0,2020-04-01,Average,23.66626786147904,90.25253038963645
92,27.979469061226474,0.0,HR,0,2020-04-02,Great place,23.988835531389164,90.44282937038433
93,31.723378534022316,0.0,Engineering,0,2020-04-03,Needs improvement,23.225727723839128,90.84726940996272
94,31.078918468678424,,Engineering,1,2020-04-04,I love working here! Best company ever.,23.389899746291082,90.20600567855205
95,20.364850518678814,3816.8861277968535,IT,0,2020-04-05,Great place,23.480047377310086,90.95209565165293
96,37.96120277064576,,IT,0,2020-04-06,Average,23.138015487020052,90.34186576879816
97,,0.0,IT,1,2020-04-07,Great place,23.081038610465058,90.98580365945031
98,35.05113456642461,0.0,Marketing,1,2020-04-08,Average,23.829722866321625,90.83860888753397
99,32.65412866624853,88270.49420610788,Engineering,1,2020-04-09,Needs improvement,23.976794372827587,90.80857053414739
100,20.84629257949586,28183.85953427962,Sales,0,2020-04-10,Great place,23.40472506382966,90.31790467377328
101,30.79354677234641,0.0,HR,0,2020-04-11,Needs improvement,23.087649836194654,90.00877721194793
102,31.572854834732304,0.0,Marketing,1,2020-04-12,I love working here! Best company ever.,23.065811760690575,90.382132908826
103,26.97722730778381,61341.13034796724,Sales,0,2020-04-13,Average,23.8913182063603,90.30180936966269
104,33.387142883339905,9138.597384292341,Engineering,1,2020-04-14,Average,23.46381424972768,90.0373969904088
105,39.040508568145384,9173.263506538035,IT,1,2020-04-15,Needs improvement,23.320027316562392,90.50536525650593
106,53.8618590121053,1868.0364004741368,Engineering,0,2020-04-16,I love working here! Best company ever.,23.4764612712394,90.40303131128273
107,36.74577812831839,0.0,HR,0,2020-04-17,Great place,23.318304094692348,90.63455646774152
108,37.57550390722764,54503.12625735495,Marketing,1,2020-04-18,Great place,23.48903577530762,90.62118632219408
109,34.25554084233833,32182.70848176464,Marketing,1,2020-04-19,Average,23.859556396917938,90.12074663589668
110,15.812287847009586,92949.62453380751,HR,1,2020-04-20,Needs improvement,23.592301371062096,90.97696554612662
111,34.73486124550783,81909.91605846757,Sales,1,2020-04-21,Needs improvement,23.694653772810174,90.18693142944144
112,35.60230209941027,44016.55068179608,Sales,0,2020-04-22,Great place,23.364670676234336,90.4452740247647
113,59.63242112485286,101350.53132645013,Marketing,1,2020-04-23,I love working here! Best company ever.,23.73850587851052,90.48811754343373
114,33.076390352188774,11523.592518528678,Marketing,1,2020-04-24,I love working here! Best company ever.,23.666617084879373,90.81306279721412
115,38.015473423336125,0.0,IT,1,2020-04-25,Great place,23.119561997752058,90.09922959609464
116,34.65288230294757,0.0,Sales,0,2020-04-26,Great place,23.572642853115585,90.42864427920853
117,23.313219623804677,0.0,HR,0,2020-04-27,Needs improvement,23.25674349630976,90.6285021702362
118,46.42822814515021,0.0,Sales,1,2020-04-28,I love working here! Best company ever.,23.804095669633593,90.21515562162405
119,42.519330326867745,137919.06027009833,IT,0,2020-04-29,Great place,23.42593770846694,90.62746789876607
120,42.910319470430466,,Marketing,0,2020-04-30,Great place,23.99468416519649,90.92366483754965
121,25.90612545205261,6511.693999155837,Marketing,0,2020-05-01,Average,23.092500437938963,90.99751813117267
122,49.02794310936099,30092.162415096547,IT,1,2020-05-02,Great place,23.780347862740157,90.03245107679068
123,20.981489372077192,135810.43269379972,HR,1,2020-05-03,Great place,23.673701733542156,90.23558822824468
124,40.868570938002705,19001.28055283935,Marketing,0,2020-05-04,I love working here! Best company ever.,23.767498830590707,90.3103071157917
125,56.90455625809979,0.0,Engineering,1,2020-05-05,Needs improvement,23.307529795490456,90.39912610044496
126,25.094636748693116,2123.086650052585,Marketing,1,2020-05-06,I love working here! Best company ever.,23.4920544893824,90.24225715758477
127,29.33702270397228,0.0,Engineering,0,2020-05-07,Needs improvement,23.79650851972371,90.20348799455532
128,35.99651365087641,215737.55422666893,IT,0,2020-05-08,Average,23.232541331620855,90.9545538424175
129,29.965243458838007,0.0,IT,1,2020-05-09,Great place,23.226033196788652,90.91852160277051
130,19.493365689338674,247.61114869138078,Marketing,0,2020-05-10,Average,23.551050953294933,90.04699250100312
131,35.68562974806027,151632.03993394077,Sales,1,2020-05-11,Needs improvement,23.523563579529856,90.33881302160485
132,24.37696286273895,0.0,Engineering,1,2020-05-12,I love working here! Best company ever.,23.28226247041293,90.4051485536784
133,39.73592430635182,101216.72834882553,HR,0,2020-05-13,I love working here! Best company ever.,23.298075650524822,90.23901453466594
134,25.80575765766197,30324.613454600476,Marketing,1,2020-05-14,Average,23.277845163206564,90.62887289698817
135,50.499344050175395,36241.803434888556,HR,1,2020-05-15,Needs improvement,23.771512061998486,90.64038074664424
136,27.167467076637628,33554.274975443,Marketing,0,2020-05-16,Average,23.65190086556246,90.8505042283286
137,31.779384837943244,54960.26185327917,Sales,0,2020-05-17,Average,23.832417183410254,90.74086926838521
138,43.135172173696695,7520.872710472859,Sales,0,2020-05-18,Great place,23.97547302831402,90.54257332696595
139,22.69135683566045,0.0,Sales,1,2020-05-19,Average,23.474164296271987,90.65358677004441
140,37.27459934604129,18403.404400689044,Sales,0,2020-05-20,Great place,23.06669388140545,90.27398878154303
141,48.07142754282428,60984.91737704197,IT,0,2020-05-21,Great place,23.048092310412034,90.59305618996736
142,18.925167654387725,11273.152721830518,IT,0,2020-05-22,I love working here! Best company ever.,23.29566503927162,90.48922725474992
143,36.84633858532304,55955.92046659895,Engineering,0,2020-05-23,Great place,23.93254458935245,90.13334446731638
144,37.598827942484235,0.0,HR,1,2020-05-24,Great place,23.523213054970874,90.24254427658298
145,42.8182287177731,4930.319686089349,Marketing,1,2020-05-25,I love working here! Best company ever.,23.27178651608013,90.29169345072158
146,22.63049289121918,55828.95419522681,Marketing,0,2020-05-26,Average,23.399166794511018,90.92430956705256
147,21.795433869157236,0.0,IT,1,2020-05-27,Needs improvement,23.59859510740467,90.23038663938588
148,40.21941565616898,0.0,Marketing,0,2020-05-28,Needs improvement,23.652949658137842,90.28924390281966
149,37.96984673233186,0.0,IT,0,2020-05-29,Needs improvement,23.153919509782906,90.36935413008943
150,37.504928503458764,,Engineering,1,2020-05-30,Average,23.977031676545177,90.66374273862539
151,38.46448209496975,0.0,HR,1,2020-05-31,Great place,23.54477222698279,90.11823839247214
152,28.199752784215093,0.0,Engineering,0,2020-06-01,Needs improvement,23.13568831779228,90.95394521249378
153,37.322536971610035,57481.81174923111,Sales,0,2020-06-02,Average,23.893635253346133,90.86557122009476
154,37.93072473298681,34375.63063057698,Sales,1,2020-06-03,Great place,23.07463843107943,90.57721607300896
155,27.85648581973632,0.0,Sales,0,2020-06-04,I love working here! Best company ever.,23.907735433177514,90.67403786742496
156,53.65774511144757,101591.64546839557,Engineering,1,2020-06-05,Needs improvement,23.996565656288983,90.01666047124422
157,39.73832920911788,42269.45460345029,Marketing,0,2020-06-06,Great place,23.700431799156505,90.33894477534845
158,23.086965027973513,1542.9158866952598,HR,0,2020-06-07,Needs improvement,23.77044722107399,90.79566023066144
159,41.5655360863383,133645.27536495865,Sales,1,2020-06-08,Needs improvement,23.337302836467487,90.07748297379239
160,25.253183297726785,58482.87680055752,Sales,1,2020-06-09,Needs improvement,23.941576852733935,90.28231383421073
161,42.87084603742452,0.0,Sales,1,2020-06-10,Great place,23.529713966108368,90.58529682833431
162,46.58595579007404,12146.599900901198,HR,1,2020-06-11,Average,23.732388446597554,90.25641302769894
163,26.793176816482895,53776.849683404434,Sales,1,2020-06-12,Great place,23.92410771591128,90.93397797414453
164,44.63376129244322,25032.57824479294,HR,1,2020-06-13,Needs improvement,23.975179975975507,90.13105863080429
165,39.12780926936498,52667.55678436183,Sales,1,2020-06-14,Great place,23.833204356596674,90.79739435790778
166,43.2206015999449,5635.653439134802,Engineering,0,2020-06-15,I love working here! Best company ever.,23.30301750698203,90.5079486919064
167,,53624.615923292826,Engineering,0,2020-06-16,Average,23.966547516552083,90.75033077581996
168,32.54611883997129,372086.1454852203,HR,0,2020-06-17,Great place,23.628119531243573,90.31071532831145
169,27.462638356425103,2470.6499447150345,Engineering,1,2020-06-18,I love working here! Best company ever.,23.93064247635196,90.51448960231204
170,26.104855703744768,,HR,1,2020-06-19,Average,23.67610502581435,90.85683534972317
171,26.841897150345616,26120.284122729863,Engineering,1,2020-06-20,I love working here! Best company ever.,23.30723896184772,90.46687809912311
172,34.228982905858956,102301.67305078765,Engineering,0,2020-06-21,Average,23.370024524142817,90.35971986191026
173,38.41151974816644,,HR,1,2020-06-22,Great place,23.550471777102942,90.53615538625273
174,37.766907993300194,41852.75529632762,Marketing,1,2020-06-23,I love working here! Best company ever.,23.79001484155988,90.71736275303637
175,43.27183249036024,67056.33929263293,Engineering,0,2020-06-24,Needs improvement,23.317982551340336,90.4435633454985
176,35.13001891877907,0.0,Sales,1,2020-06-25,I love working here! Best company ever.,23.57973116613419,90.93887697514228
177,49.53534077157317,25887.503932435135,Marketing,0,2020-06-26,Average,23.3456249935764,90.29494582404234
178,32.35343166762044,19802.961239550325,HR,0,2020-06-27,Great place,23.815769404635105,90.47546360616911
179,62.20169166589619,0.0,Marketing,1,2020-06-28,Average,23.46672809376795,90.75692765934144
180,41.25667347765006,0.0,IT,1,2020-06-29,I love working here! Best company ever.,23.076722826852887,90.68912109049576
181,26.428424435837172,71834.1684410256,IT,1,2020-06-30,I love working here! Best company ever.,23.166052521481536,90.86364105241715
182,24.291075019388877,79928.27382238877,Engineering,0,2020-07-01,Needs improvement,23.06110466761963,90.99680918068111
183,39.824724152431855,28598.124837094325,Engineering,0,2020-07-02,Great place,23.499302946014325,90.42685832879509
184,32.76537214674149,,Sales,0,2020-07-03,Great place,23.106337297348226,90.11115087978331
185,42.14000494092092,6403.548132678573,Marketing,1,2020-07-04,I love working here! Best company ever.,23.114139969309633,90.03041588080796
186,39.73237624573545,0.0,IT,1,2020-07-05,Great place,23.94104826003838,90.72687690613976
187,34.271710873431275,288.7652758126927,Engineering,1,2020-07-06,Needs improvement,23.872655072176055,90.87401367130872
188,26.53206281931595,19621.459547159393,Marketing,1,2020-07-07,Average,23.452086596811366,90.22071258594441
189,19.851527753141355,0.0,Engineering,0,2020-07-08,Great place,23.985805320850204,90.1584480371899
190,30.53485047932979,25223.35175943337,Engineering,0,2020-07-09,I love working here! Best company ever.,23.000186528170662,90.0622050915257
191,43.56398794323472,59448.82510155721,IT,0,2020-07-10,Average,23.613979456273395,90.82270292171721
192,37.14093744130204,,IT,0,2020-07-11,Average,23.61642817737187,90.31138193989258
193,22.54261221288012,29773.229278196424,Engineering,1,2020-07-12,Needs improvement,23.457443055869888,90.40169689275977
194,36.73180925851182,13560.532436598896,HR,1,2020-07-13,I love working here! Best company ever.,23.396947972934292,90.5027501916096
195,38.85317379728837,0.0,Engineering,1,2020-07-14,Great place,23.45538313548061,90.83945323420956
196,26.16142563798867,12891.254876652441,Engineering,0,2020-07-15,I love working here! Best company ever.,23.41496043607968,90.65083322156148
197,36.53725105945528,3800.654412769361,Sales,0,2020-07-16,Average,23.7304924774823,90.61506462985781
198,35.58208718446,0.0,Sales,1,2020-07-17,I love working here! Best company ever.,23.135355434973285,90.1756720999559
199,23.57029702169377,55163.07375355345,Sales,1,2020-07-18,Great place,23.19763922059113,90.51318989170983
200,38.577873603482836,48312.18650742091,HR,0,2020-07-19,Great place,23.180518228392422,90.71538101717866
201,40.60784526368234,31133.88075084737,HR,1,2020-07-20,Needs improvement,23.262470585121264,90.97326088303049
202,45.830512431752766,23884.517238994995,Engineering,0,2020-07-21,Great place,23.525258418781583,90.20140630921335
203,45.53802052034903,99510.63609473775,Sales,0,2020-07-22,Great place,23.111208747338218,90.00954335306723
204,21.22330632042909,36602.90274007968,HR,0,2020-07-23,I love working here! Best company ever.,23.868169295326503,90.07530143359847
205,25.621749600848773,32617.719575762472,IT,1,2020-07-24,I love working here! Best company ever.,23.29736153130847,90.37585246518198
206,40.1503526720866,1298.8276971007238,Engineering,1,2020-07-25,Average,23.162537987468706,90.82054464774599
207,40.13785950912209,20870.39407053988,Marketing,0,2020-07-26,Needs improvement,23.67562130959824,90.00714208176825
208,40.150476863060476,0.0,Engineering,1,2020-07-27,I love working here! Best company ever.,23.038086300599318,90.45673059288583
209,73.52731490654722,25443.27570989996,Marketing,0,2020-07-28,Great place,23.619968564874164,90.32923061534139
210,40.70890510693167,43395.552743263535,Sales,0,2020-07-29,Average,23.6981984306765,90.05248171009973
211,46.35565640180599,0.0,Marketing,0,2020-07-30,I love working here! Best company ever.,23.21491653138672,90.45023628667262
212,44.54001763493203,46812.56791374099,Sales,0,2020-07-31,Needs improvement,23.041964073443634,90.25474870733672
213,41.51391251305798,72383.65643934406,IT,1,2020-08-01,Needs improvement,23.36364535891945,90.351884834347
214,31.847307553596544,83828.52007425824,Marketing,0,2020-08-02,Average,23.098594230241936,90.70561530478429
215,42.589692204932675,,Engineering,0,2020-08-03,Average,23.116477849673338,90.52155098391097
216,27.27174785462428,155639.93625021027,Sales,1,2020-08-04,Average,23.254261231444865,90.12464742899282
217,32.63181393259991,920.0422291350013,Engineering,0,2020-08-05,Average,23.29546792462676,90.96141454042363
218,30.146364521708964,0.0,HR,0,2020-08-06,Average,23.52997034102142,90.63591076570974
219,35.81874139386323,379.58092657078447,Sales,1,2020-08-07,Great place,23.678391885503014,90.76586842566253
220,58.146585666735085,52131.64632038758,Marketing,1,2020-08-08,Great place,23.592770940870185,90.07921315000837
221,16.32734807408252,0.0,Sales,1,2020-08-09,I love working here! Best company ever.,23.148360337289517,90.04705837946003
222,41.86260190374514,13951.467213888674,Engineering,0,2020-08-10,Needs improvement,23.172086032452626,90.01944805036808
223,18.872841288103483,0.0,IT,1,2020-08-11,Great place,23.878769249792914,90.18879402777344
224,30.280681342105666,3107.995096936032,Sales,1,2020-08-12,Great place,23.558352315064113,90.41440839771849
225,45.889505969673664,136236.44615000588,Marketing,0,2020-08-13,Great place,23.86993783289769,90.93582613340283
226,35.64280019095463,21664.12396532692,HR,0,2020-08-14,I love working here! Best company ever.,23.371546511319874,90.45705965926578
227,24.222552220706937,5347.023069596843,IT,0,2020-08-15,Average,23.614400007431325,90.29025510537252
228,27.846962907400318,33264.12744497058,HR,0,2020-08-16,I love working here! Best company ever.,23.52366341605461,90.56193525351966
229,41.79597748934676,0.0,Sales,0,2020-08-17,Needs improvement,23.319123489820463,90.1119345781348
230,27.696333682828634,16764.749629583097,Engineering,1,2020-08-18,Needs improvement,23.469915372033597,90.60950589100499
231,37.16458589581975,18357.18935806393,Engineering,1,2020-08-19,Needs improvement,23.502490876826933,90.5684319543305
232,35.45571839903814,,Marketing,1,2020-08-20,Needs improvement,23.20077097475668,90.7919930334057
233,28.48399652394183,38735.356906913024,Engineering,0,2020-08-21,Great place,23.315010372376733,90.98668761161703
234,56.439440893253256,18648.034787672626,IT,0,2020-08-22,Great place,23.791409750506975,90.2508734717161
235,41.33919022318011,47123.238047725616,Engineering,0,2020-08-23,I love working here! Best company ever.,23.915788239454127,90.50965645080376
236,14.74857413342393,62965.58623240507,Marketing,1,2020-08-24,Average,23.3597940935453,90.90886540631901
237,36.86454314769428,0.0,Sales,1,2020-08-25,Needs improvement,23.306972282209017,90.78518988442283
238,28.38213535231612,0.0,Sales,0,2020-08-26,I love working here! Best company ever.,23.195197164571884,90.48740630310081
239,43.52433334796224,6498.947976070027,Engineering,1,2020-08-27,Great place,23.67849116865058,90.94537164961478
240,,9992.678386106936,HR,0,2020-08-28,Great place,23.323099701666337,90.05723669351681
241,33.85263558533101,0.0,Sales,1,2020-08-29,Average,23.987749539099188,90.93099861971258
242,40.049872789804574,10010.328074182362,Engineering,1,2020-08-30,Average,23.325684802063954,90.05050739238281
243,43.657551941701215,37239.224986605004,Marketing,1,2020-08-31,Average,23.394136046782627,90.54730474411468
244,,61729.54997198428,Engineering,0,2020-09-01,I love working here! Best company ever.,23.603334196212035,90.89044094800109
245,31.654987641590516,0.0,Sales,1,2020-09-02,Great place,23.801684293191304,90.2627209435613
246,30.25054688839044,,Marketing,1,2020-09-03,Great place,23.469518665345635,90.47224849894516
247,28.46670767426288,,Engineering,0,2020-09-04,Average,23.422656033788957,90.32432887913697
248,52.65454240281097,164743.1485903963,IT,1,2020-09-05,Needs improvement,23.99563783359481,90.95214391707636
249,39.049817109609556,33038.418566340355,Marketing,0,2020-09-06,Average,23.010493641139945,90.82364559475309
250,22.391160456649548,0.0,IT,0,2020-09-07,I love working here! Best company ever.,23.895065288851246,90.70900151132638
251,44.17861947054776,0.0,HR,0,2020-09-08,Average,23.14914082593974,90.5876269866151
252,56.22156197012633,2219.1524639933064,Marketing,0,2020-09-09,Average,23.785925276208914,90.82059178932415
253,45.32465260551147,50140.299178717614,IT,0,2020-09-10,I love working here! Best company ever.,23.617931559846298,90.39226704152355
254,19.806300340459867,151210.02600623664,Sales,1,2020-09-11,Average,23.34184728549809,90.44755185510606
255,30.157659271337486,46016.42113769123,Sales,0,2020-09-12,Great place,23.873874955521018,90.73000172108087
256,47.669111491866225,85515.11073538645,HR,0,2020-09-13,Needs improvement,23.012907227980993,90.35775476329371
257,27.923305343812192,107797.32650770167,Marketing,0,2020-09-14,Average,23.226690652074925,90.06390094204838
258,39.43819428146229,12943.703291825012,Marketing,0,2020-09-15,I love working here! Best company ever.,23.566892796249537,90.07433460888608
259,42.74634053429337,11915.704709007789,Marketing,1,2020-09-16,Needs improvement,23.351542260049698,90.11536280130571
260,25.73069528421917,47206.35323547652,HR,0,2020-09-17,I love working here! Best company ever.,23.61037749531833,90.86968132334366
261,34.404746439382,26468.87161667886,Marketing,1,2020-09-18,Needs improvement,23.024110193408667,90.4722264257562
262,,0.0,Sales,0,2020-09-19,Needs improvement,23.116458930481713,90.71288236934474
263,24.756123586657104,115140.81768564279,IT,1,2020-09-20,Average,23.12709624021844,90.3929093356049
264,32.4743184860684,21803.023921175736,Sales,0,2020-09-21,Great place,23.18928364591601,90.25871094741564
265,,13516.380730422154,Sales,0,2020-09-22,Average,23.459331440800543,90.34719216756221
266,51.32411303931635,75825.96478962243,IT,1,2020-09-23,I love working here! Best company ever.,23.752128699543572,90.79418234531718
267,,16065.806136708288,Sales,0,2020-09-24,I love working here! Best company ever.,23.9055388379289,90.62521612503144
268,30.59955513303016,86471.44627595175,HR,1,2020-09-25,Needs improvement,23.835372530284246,90.9376397799579
